reg
diabetes

/home/mbaddar/Documents/mbaddar/phd/genmodel/genmodel39_venv/bin/python /home/mbaddar/Documents/mbaddar/phd/genmodel/RectifiedFlow/tutorial/test_tensor_bsplines_clf_reg.py
data range = (-0.13776722569000302, 0.19878798965729408)
TensorBSplines Regression Training:  17%|█▋        | 1701/10000 [02:33<11:57, 11.56it/s]i = 1700,si = 2962.855269467438
TensorBSplines Regression Training:  18%|█▊        | 1801/10000 [02:42<11:45, 11.62it/s]i = 1800,si = 2862.106017961409
TensorBSplines Regression Training:  19%|█▉        | 1901/10000 [02:50<11:48, 11.43it/s]i = 1900,si = 2751.942159727435
TensorBSplines Regression Training:  20%|██        | 2001/10000 [02:59<11:30, 11.59it/s]i = 2000,si = 2684.839984381193
TensorBSplines Regression Training:  21%|██        | 2101/10000 [03:08<11:25, 11.53it/s]i = 2100,si = 2801.427029278786
TensorBSplines Regression Training:  22%|██▏       | 2201/10000 [03:16<11:18, 11.50it/s]i = 2200,si = 2643.500971958667
TensorBSplines Regression Training:  23%|██▎       | 2301/10000 [03:25<11:20, 11.32it/s]i = 2300,si = 2709.863558444273
TensorBSplines Regression Training:  24%|██▍       | 2401/10000 [03:34<10:59, 11.52it/s]i = 2400,si = 2814.14008670121
TensorBSplines Regression Training:  25%|██▌       | 2501/10000 [03:42<10:51, 11.52it/s]i = 2500,si = 2666.9133444794134
TensorBSplines Regression Training:  26%|██▌       | 2601/10000 [03:51<10:40, 11.56it/s]i = 2600,si = 2628.8212581534767
TensorBSplines Regression Training:  27%|██▋       | 2701/10000 [04:00<10:43, 11.34it/s]i = 2700,si = 2732.004612186121
TensorBSplines Regression Training:  28%|██▊       | 2801/10000 [04:09<10:32, 11.39it/s]i = 2800,si = 2647.0531699465414
TensorBSplines Regression Training:  29%|██▉       | 2901/10000 [04:17<10:13, 11.57it/s]i = 2900,si = 2787.868580627919
TensorBSplines Regression Training:  30%|███       | 3001/10000 [04:26<10:04, 11.58it/s]i = 3000,si = 2452.250268848565
TensorBSplines Regression Training:  31%|███       | 3101/10000 [04:35<10:00, 11.48it/s]i = 3100,si = 2538.723786036632
TensorBSplines Regression Training:  32%|███▏      | 3201/10000 [04:43<09:56, 11.41it/s]i = 3200,si = 2553.3838512038437
TensorBSplines Regression Training:  33%|███▎      | 3301/10000 [04:52<09:38, 11.58it/s]i = 3300,si = 2592.5263679805325
TensorBSplines Regression Training:  34%|███▍      | 3401/10000 [05:01<09:28, 11.61it/s]i = 3400,si = 2608.6029479601884
TensorBSplines Regression Training:  35%|███▌      | 3501/10000 [05:10<09:28, 11.44it/s]i = 3500,si = 2358.156538047078
TensorBSplines Regression Training:  36%|███▌      | 3601/10000 [05:18<09:15, 11.52it/s]i = 3600,si = 2624.254872572687
TensorBSplines Regression Training:  37%|███▋      | 3701/10000 [05:27<09:02, 11.60it/s]i = 3700,si = 2341.0892438266487
TensorBSplines Regression Training:  38%|███▊      | 3801/10000 [05:35<08:53, 11.62it/s]i = 3800,si = 2561.3509399532904
TensorBSplines Regression Training:  39%|███▉      | 3901/10000 [05:44<08:50, 11.50it/s]i = 3900,si = 2495.118108440391
TensorBSplines Regression Training:  40%|████      | 4001/10000 [05:53<08:37, 11.59it/s]i = 4000,si = 2629.3250336563624
TensorBSplines Regression Training:  41%|████      | 4101/10000 [06:01<08:28, 11.60it/s]i = 4100,si = 2573.4203333357204
TensorBSplines Regression Training:  42%|████▏     | 4201/10000 [06:10<08:30, 11.36it/s]i = 4200,si = 2665.298085546029
TensorBSplines Regression Training:  43%|████▎     | 4301/10000 [06:19<08:12, 11.58it/s]i = 4300,si = 2548.1778196071764
TensorBSplines Regression Training:  44%|████▍     | 4401/10000 [06:27<08:00, 11.65it/s]i = 4400,si = 2559.193535290387
TensorBSplines Regression Training:  45%|████▌     | 4501/10000 [06:36<07:55, 11.56it/s]i = 4500,si = 2580.1705776224558
TensorBSplines Regression Training:  46%|████▌     | 4601/10000 [06:45<08:06, 11.09it/s]i = 4600,si = 2441.5214962184314
TensorBSplines Regression Training:  47%|████▋     | 4701/10000 [06:53<07:41, 11.49it/s]i = 4700,si = 2562.5241670129267
TensorBSplines Regression Training:  48%|████▊     | 4801/10000 [07:02<07:31, 11.51it/s]i = 4800,si = 2411.4544737530696
TensorBSplines Regression Training:  49%|████▉     | 4901/10000 [07:11<07:20, 11.59it/s]i = 4900,si = 2574.983401860613
TensorBSplines Regression Training:  50%|█████     | 5001/10000 [07:20<07:16, 11.44it/s]i = 5000,si = 2644.1566794934756
TensorBSplines Regression Training:  51%|█████     | 5101/10000 [07:28<07:06, 11.50it/s]i = 5100,si = 2482.1278554979667
TensorBSplines Regression Training:  52%|█████▏    | 5201/10000 [07:37<06:55, 11.55it/s]i = 5200,si = 2376.1490373938345
TensorBSplines Regression Training:  53%|█████▎    | 5301/10000 [07:46<06:47, 11.52it/s]i = 5300,si = 2518.038333554313
TensorBSplines Regression Training:  54%|█████▍    | 5401/10000 [07:54<06:47, 11.29it/s]i = 5400,si = 2428.775207623189
TensorBSplines Regression Training:  55%|█████▌    | 5501/10000 [08:03<06:30, 11.53it/s]i = 5500,si = 2449.557343081915
TensorBSplines Regression Training:  56%|█████▌    | 5601/10000 [08:12<06:19, 11.59it/s]i = 5600,si = 2491.190600059277
TensorBSplines Regression Training:  57%|█████▋    | 5701/10000 [08:20<06:12, 11.55it/s]i = 5700,si = 2463.331648096283
TensorBSplines Regression Training:  58%|█████▊    | 5801/10000 [08:29<06:08, 11.39it/s]i = 5800,si = 2439.802526893602
TensorBSplines Regression Training:  59%|█████▉    | 5901/10000 [08:38<05:54, 11.55it/s]i = 5900,si = 2397.3478789724677
TensorBSplines Regression Training:  60%|██████    | 6001/10000 [08:47<05:45, 11.59it/s]i = 6000,si = 2395.899228090348
TensorBSplines Regression Training:  61%|██████    | 6101/10000 [08:55<05:37, 11.55it/s]i = 6100,si = 2404.838469725103
TensorBSplines Regression Training:  62%|██████▏   | 6201/10000 [09:04<05:30, 11.51it/s]i = 6200,si = 2514.917274197934
TensorBSplines Regression Training:  63%|██████▎   | 6301/10000 [09:13<05:22, 11.48it/s]i = 6300,si = 2497.94881723227
TensorBSplines Regression Training:  64%|██████▍   | 6401/10000 [09:21<05:11, 11.56it/s]i = 6400,si = 2304.7330916689775
TensorBSplines Regression Training:  65%|██████▌   | 6501/10000 [09:30<05:02, 11.57it/s]i = 6500,si = 2390.744190220642
TensorBSplines Regression Training:  66%|██████▌   | 6601/10000 [09:39<04:58, 11.40it/s]i = 6600,si = 2453.4745730002483
TensorBSplines Regression Training:  67%|██████▋   | 6701/10000 [09:47<04:45, 11.54it/s]i = 6700,si = 2353.8277676937532
TensorBSplines Regression Training:  68%|██████▊   | 6801/10000 [09:56<04:37, 11.52it/s]i = 6800,si = 2304.3638834296694
TensorBSplines Regression Training:  69%|██████▉   | 6901/10000 [10:05<04:29, 11.49it/s]i = 6900,si = 2513.764808256418
TensorBSplines Regression Training:  70%|███████   | 7000/10000 [10:14<04:19, 11.55it/s]i = 7000,si = 2460.681523124774
TensorBSplines Regression Training:  71%|███████   | 7100/10000 [10:22<04:11, 11.53it/s]i = 7100,si = 2374.956481703138
TensorBSplines Regression Training:  72%|███████▏  | 7200/10000 [10:31<04:01, 11.60it/s]i = 7200,si = 2368.425104683527
TensorBSplines Regression Training:  73%|███████▎  | 7300/10000 [10:40<03:54, 11.54it/s]i = 7300,si = 2390.801442177319
TensorBSplines Regression Training:  74%|███████▍  | 7400/10000 [10:49<03:45, 11.52it/s]i = 7400,si = 2463.4384874238267
TensorBSplines Regression Training:  75%|███████▌  | 7500/10000 [10:57<03:36, 11.56it/s]i = 7500,si = 2221.7158285971523
TensorBSplines Regression Training:  76%|███████▌  | 7600/10000 [11:06<03:27, 11.56it/s]i = 7600,si = 2653.950398964846
TensorBSplines Regression Training:  77%|███████▋  | 7700/10000 [11:15<03:19, 11.50it/s]i = 7700,si = 2413.6158211658576
TensorBSplines Regression Training:  78%|███████▊  | 7800/10000 [11:23<03:14, 11.33it/s]i = 7800,si = 2432.8549110844156
TensorBSplines Regression Training:  79%|███████▉  | 7900/10000 [11:32<03:01, 11.56it/s]i = 7900,si = 2361.6210892944155
TensorBSplines Regression Training:  80%|████████  | 8000/10000 [11:41<02:51, 11.67it/s]i = 8000,si = 2572.436440096552
TensorBSplines Regression Training:  81%|████████  | 8100/10000 [11:49<02:46, 11.42it/s]i = 8100,si = 2454.9238057726047
TensorBSplines Regression Training:  82%|████████▏ | 8200/10000 [11:58<02:40, 11.25it/s]i = 8200,si = 2538.6678885161855
TensorBSplines Regression Training:  83%|████████▎ | 8300/10000 [12:07<02:29, 11.37it/s]i = 8300,si = 2497.8151447344558
TensorBSplines Regression Training:  84%|████████▍ | 8400/10000 [12:16<02:19, 11.47it/s]i = 8400,si = 2335.4595169838253
TensorBSplines Regression Training:  85%|████████▌ | 8500/10000 [12:25<02:13, 11.20it/s]i = 8500,si = 2326.9909930303374
TensorBSplines Regression Training:  86%|████████▌ | 8600/10000 [12:34<02:02, 11.39it/s]i = 8600,si = 2400.08511020546
TensorBSplines Regression Training:  87%|████████▋ | 8700/10000 [12:42<01:53, 11.44it/s]i = 8700,si = 2382.678064190003
TensorBSplines Regression Training:  88%|████████▊ | 8800/10000 [12:51<01:45, 11.41it/s]i = 8800,si = 2440.451912952733
TensorBSplines Regression Training:  89%|████████▉ | 8900/10000 [13:00<01:36, 11.43it/s]i = 8900,si = 2392.4913460601115
TensorBSplines Regression Training:  90%|█████████ | 9000/10000 [13:09<01:28, 11.32it/s]i = 9000,si = 2478.2079964927
TensorBSplines Regression Training:  91%|█████████ | 9100/10000 [13:17<01:19, 11.37it/s]i = 9100,si = 2536.1536367521435
TensorBSplines Regression Training:  92%|█████████▏| 9200/10000 [13:26<01:10, 11.42it/s]i = 9200,si = 2302.875481095161
TensorBSplines Regression Training:  93%|█████████▎| 9300/10000 [13:35<01:01, 11.43it/s]i = 9300,si = 2350.757608512369
TensorBSplines Regression Training:  94%|█████████▍| 9400/10000 [13:44<00:52, 11.43it/s]i = 9400,si = 2331.0695977614737
TensorBSplines Regression Training:  95%|█████████▌| 9500/10000 [13:53<00:43, 11.45it/s]i = 9500,si = 2499.539709072924
TensorBSplines Regression Training:  96%|█████████▌| 9600/10000 [14:01<00:35, 11.37it/s]i = 9600,si = 2332.374273238058
TensorBSplines Regression Training:  97%|█████████▋| 9700/10000 [14:10<00:26, 11.50it/s]i = 9700,si = 2333.3219914389147
TensorBSplines Regression Training:  98%|█████████▊| 9800/10000 [14:19<00:17, 11.41it/s]i = 9800,si = 2297.0278909250605
TensorBSplines Regression Training:  99%|█████████▉| 9900/10000 [14:28<00:08, 11.39it/s]i = 9900,si = 2325.3491610397973
TensorBSplines Regression Training: 100%|██████████| 10000/10000 [14:37<00:00, 11.40it/s]
RMSE for TensorBSplines regressor for the diabetes dataset = 54.926424384406886

Process finished with exit code 0
